	6–7 Figurine of wondrous power (Onyx dog)
	8 Figurine of wondrous power (Serpentine owl)
15 	Adamantine armor (breastplate)
16 	Adamantine armor (splint)
17 	Amulet of health
18 	Armor of vulnerability
19 	Arrow-catching shield
20 	Belt of dwarvenkind
21 	Belt of hill giant strength
22 	Berserker axe
23 	Boots of levitation
24 	Boots of speed
25 	Bowl of commanding water elementals
26 	Bracers of defense
27 	Brazier of commanding fire elementals
28 	Cape of the mountebank
29 	Censer of controlling air elementals
30 	Armor, +1 chain mail
31 	Armor of resistance (chain mail)
32 	Armor, +1 chain shirt
33 	Armor of resistance (chain shirt)
34 	Cloak of displacement
35 	Cloak of the bat
36 	Cube of force
37 	Daern’s instant fortress
38 	Dagger of venom
39 	Dimensional shackles
40 	Dragon slayer
41 	Elven chain
42 	Flame tongue
43 	Gem of seeing
44 	Giant slayer
45 	Glamoured studded leather
46 	Helm of teleportation
47 	Horn of blasting
48 	Horn of Valhalla (silver or brass)
49 	Instrument of the bards (Canaith mandolin)
50 	Instrument of the bards (Cli lyre)
51 	Ioun stone (awareness)
52 	Ioun stone (protection)
53 	Ioun stone (reserve)
54 	Ioun stone (sustenance)
55 	Iron bands of Bilarro
56 	Armor, +1 leather
57 	Armor of resistance (leather)
58 	Mace of disruption
59 	Mace of smiting
60 	Mace of terror
61 	Mantle of spell resistance
62 	Necklace of prayer beads
63 	Periapt of proof against poison
64 	Ring of animal influence
65 	Ring of evasion
66 	Ring of feather falling
67 	Ring of free action
68 	Ring of protection
69 	Ring of resistance
70 	Ring of spell storing
71 	Ring of the ram
72 	Ring of X-ray vision
73 	Robe of eyes
74 	Rod of rulership
75 	Rod of the pact keeper, +2
76 	Rope of entanglement
77 	Armor, +1 scale mail
78 	Armor of resistance (scale mail)
79 	Shield, +2
80 	Shield of missile attraction
81 	Staff of charming
82 	Staff of healing
83 	Staff of swarming insects
84 	Staff of the woodlands
85 	Staff of withering
86 	Stone of controlling earth elementals
87 	Sun blade
88 	Sword of life stealing
89 	Sword of wounding
90 	Tentacle rod
91 	Vicious weapon
92 	Wand of binding
93 	Wand of enemy detection
94 	Wand of fear
95 	Wand of fireballs
96 	Wand of lightning bolts
97 	Wand of paralysis
98 	Wand of the war mage, +2
99 	Wand of wonder
00 	Wings of flying
Magic Item Table H
d100 	Magic Item
01–10 	Weapon, +3
11–12 	Amulet of the planes
13–14 	Carpet of flying
15–16 	Crystal ball (very rare version)
17–18 	Ring of regeneration
19–20 	Ring of shooting stars
21–22 	Ring of telekinesis
23–24 	Robe of scintillating colors
25–26 	Robe of stars
27–28 	Rod of absorption
29–30 	Rod of alertness
31–32 	Rod of security
33–34 	Rod of the pact keeper, +3
35–36 	Scimitar of speed
37–38 	Shield, +3
39–40 	Staff of fire
41–42 	Staff of frost
43–44 	Staff of power
45–46 	Staff of striking
47–48 	Staff of thunder and lightning
49–50 	Sword of sharpness
51–52 	Wand of polymorph
53–54 	Wand of the war mage, +3
55 	Adamantine armor (half plate)
56 	Adamantine armor (plate)
57 	Animated shield
58 	Belt of fire giant strength
59 	Belt of frost giant strength (or stone)
60 	Armor, +1 breastplate
61 	Armor of resistance (breastplate)
62 	Candle of invocation
63 	Armor, +2 chain mail
64 	Armor, +2 chain shirt
65 	Cloak of arachnida
66 	Dancing sword
67 	Demon armor
68 	Dragon scale mail
69 	Dwarven plate
70 	Dwarven thrower
71 	Efreeti bottle
72 	Figurine of wondrous power (obsidian steed)
73 	Frost brand
74 	Helm of brilliance
75 	Horn of Valhalla (bronze)
76 	Instrument of the bards (Anstruth harp)
77 	Ioun stone (absorption)
78 	Ioun stone (agility)
79 	Ioun stone (fortitude)
80 	Ioun stone (insight)
81 	Ioun stone (intellect)
82 	Ioun stone (leadership)
83 	Ioun stone (strength)
84 	Armor, +2 leather
85 	Manual of bodily health
86 	Manual of gainful exercise
87 	Manual of golems
88 	Manual of quickness of action
89 	Mirror of life trapping
90 	Nine lives stealer
91 	Oathbow
92 	Armor, +2 scale mail
93 	Spellguard shield
94 	Armor, +1 splint
95 	Armor of resistance (splint)
96 	Armor, +1 studded leather
97 	Armor of resistance (studded leather)
98 	Tome of clear thought
99 	Tome of leadership and influence
00 	Tome of understanding
Magic Item Table I
d100 	Magic Item
01–05 	Defender
06–10 	Hammer of thunderbolts
11–15 	Luck blade
16–20 	Sword of answering
21–23 	Holy avenger
24–26 	Ring of djinni summoning
27–29 	Ring of invisibility
30–32 	Ring of spell turning
33–35 	Rod of lordly might
36–38 	Staff of the magi
39–41 	Vorpal sword
42–43 	Belt of cloud giant strength
44–45 	Armor, +2 breastplate
46–47 	Armor, +3 chain mail
48–49 	Armor, +3 chain shirt
50–51 	Cloak of invisibility
52–53 	Crystal ball (legendary version)
54–55 	Armor, +1 half plate
56–57 	Iron flask
58–59 	Armor, +3 leather
60–61 	Armor, +1 plate
62–63 	Robe of the archmagi
64–65 	Rod of resurrection
66–67 	Armor, +1 scale mail
68–69 	Scarab of protection
70–71 	Armor, +2 splint
72–73 	Armor, +2 studded leather
74–75 	Well of many worlds
76 	Magic armor (roll d12)
	1–2 Armor, +2 half plate
	3–4 Armor, +2 plate
	5–6 Armor, +3 studded leather
	7–8 Armor, +3 breastplate
	9–10 Armor, +3 splint
	11 Armor, +3 half plate
	12 Armor, +3 plate
77 	Apparatus of Kwalish
78 	Armor of invulnerability
79 	Belt of storm giant strength
80 	Cubic gate
81 	Deck of many things
82 	Efreeti chain
83 	Armor of resistance (half plate)
84 	Horn of Valhalla (iron)
85 	Instrument of the bards (Ollamh harp)
86 	Ioun stone (greater absorption)
87 	Ioun stone (mastery)
88 	Ioun stone (regeneration)
89 	Plate armor of etherealness
90 	Armor of resistance (plate)
91 	Ring of air elemental command
92 	Ring of earth elemental command
93 	Ring of fire elemental command
94 	Ring of three wishes
95 	Ring of water elemental command
96 	Sphere of annihilation
97 	Talisman of pure good
98 	Talisman of the sphere
99 	Talisman of ultimate evil
00 	Tome of the stilled tongue
